식품명,식품대분류명,대표식품명,영양성분함량기준량,에너지(kcal),단백질(g),지방(g),탄수화물(g),식품중량
피자_올미트 피자 골드링 (F),빵 및 과자류,피자,100g,269,15.02,,,1384
피자_올미트 피자 골드링 (L),빵 및 과자류,피자,100g,269,14.68,,,926.2
피자_올미트 피자 골드링 (P),빵 및 과자류,피자,100g,269,14.96,,,1871
피자_올미트 피자 골드링씬 (F),빵 및 과자류,피자,100g,281,13.46,,,1367
피자_올미트 피자 씬 (F),빵 및 과자류,피자,100g,283,14.47,,,1050
피자_올미트 피자 오리지널 (F),빵 및 과자류,피자,100g,253,12.74,,,1067
피자_올미트 피자 오리지널 (L),빵 및 과자류,피자,100g,254,13.12,,,793g
피자_옥수수 피자 (L),빵 및 과자류,피자,100g,279,11.21,,,856g
피자_옥수수 피자 (R),빵 및 과자류,피자,100g,223,9.23,,,970g
피자_옥수수새우피자(L),빵 및 과자류,피자,100g,225,11.91,8.36,25.5,1077g
피자_옥수수새우피자(P),빵 및 과자류,피자,100g,225,11.91,8.36,25.5,438g
피자_옥수수새우피자(R),빵 및 과자류,피자,100g,225,11.91,8.36,25.5,668g
피자_옥수수콘피자 (1인),빵 및 과자류,피자,100g,284,12.5,,,249g
피자_옥수수피자,빵 및 과자류,피자,100g,218,8.99,,,500g
피자_옥수수피자 (L),빵 및 과자류,피자,100g,224,9.24,,,970g
피자_옥수수피자 (R),빵 및 과자류,피자,100g,221,10.79,,,540g
피자_옥수수피자 (XL),빵 및 과자류,피자,100g,224,9.25,,,1080g
피자_온리페퍼로니피자씬(L),빵 및 과자류,피자,100g,413,18.69,,,620.5
피자_올미트 (F),빵 및 과자류,피자,100g,253,12.74,,,1067
피자_올미트 (L),빵 및 과자류,피자,100g,254,13.12,,,793g
피자_올미트 (P),빵 및 과자류,피자,100g,253,13.26,,,1356
피자_올미트 (R),빵 및 과자류,피자,100g,253,13.01,,,438g
피자_올미트 골드링 (F),빵 및 과자류,피자,100g,269,15.02,,,1384
피자_올미트 골드링 (L),빵 및 과자류,피자,100g,269,14.68,,,926.2
피자_올미트 골드링 (P),빵 및 과자류,피자,100g,269,14.96,,,1871
피자_올미트 골드링 씬,빵 및 과자류,피자,100g,281,13.46,,,1367
피자_골드명란크림새우피자,빵 및 과자류,피자,100g,266,13,,,916g
피자_연유피자 (1인),빵 및 과자류,피자,100g,309,15.64,,,184g
피자_열탄불고기 피자 (L),빵 및 과자류,피자,100g,234,13.09,,30.91,877g
피자_열탄불고기 피자 (R),빵 및 과자류,피자,100g,234,13.03,,30.92,605g
피자_옛날갈비 피자,빵 및 과자류,피자,100g,252,14.18,,24.11,1124g
피자_오리지널 페퍼로니 피자 (L),빵 및 과자류,피자,100g,307,13.51,,,595g
피자_오리지널 페퍼로니피자,빵 및 과자류,피자,100g,259,11.43,,,350g
피자_오리지널슈프림 피자 마니아 에어도우 (L),빵 및 과자류,피자,100g,247,11.8,,,977g
피자_오리지널슈프림 피자 마니아 에어도우 (M),빵 및 과자류,피자,100g,203,9.68,,,566g
피자_오리지널슈프림 피자 마니아 파마산엣지 (L),빵 및 과자류,피자,100g,206,10,,,1001g
피자_오리지널슈프림 피자 마니아 파마산엣지 (M),빵 및 과자류,피자,100g,207,10.21,,,580g
피자_오마이갓페퍼로니 피자 (L),빵 및 과자류,피자,100g,332,18.61,,28.48,635g
피자_오마이갓페퍼로니 피자 (R),빵 및 과자류,피자,100g,309,17.37,,28.95,452g
피자_오지치즈포테이토 피자,빵 및 과자류,피자,100g,296,9.36,12.81,35.96,812g
피자_오지치즈포테이토피자,빵 및 과자류,피자,100g,285,11.86,,,860g
피자_오지치즈후라이 피자,빵 및 과자류,피자,100g,255,13.47,,,1160g
피자_옥수수 크런치 피자,빵 및 과자류,피자,100g,296,9.64,,,416g
피자_옥수수 크런치 피자 (L),빵 및 과자류,피자,100g,308,14.29,,,618g
피자_옥수수 피자 (L),빵 및 과자류,피자,100g,222,8.89,,,1080g
피자_야채피자 (XL),빵 및 과자류,피자,100g,223,11.92,,,930g
피자_얌얌페페로니 피자,빵 및 과자류,피자,100g,331,15.14,,,428g
피자_양송이더블불고 피자 (L),빵 및 과자류,피자,100g,233,14.1,,,780g
피자_어깨 피자 (L),빵 및 과자류,피자,100g,283,16.67,,,970g
피자_어깨 피자 (R),빵 및 과자류,피자,100g,277,15.52,,,640g
피자_어께피자 (L),빵 및 과자류,피자,100g,278,15.6,,,994g
피자_어께피자 (R),빵 및 과자류,피자,100g,277,15.53,,,640g
피자_어께피자 (XL),빵 및 과자류,피자,100g,280,15.04,,,1044g
피자_어니언불고기 피자 (L),빵 및 과자류,피자,100g,276,22,,,1201g
피자_언더더씨 피자 (L),빵 및 과자류,피자,100g,255,15.83,,,1110g
피자_언더더씨 피자 (R),빵 및 과자류,피자,100g,256,15.83,,,720g
피자_언양식 매콤 불고기 피자 (L),빵 및 과자류,피자,100g,292,14.56,,,822g
피자_언양식매콤불고기 (L),빵 및 과자류,피자,100g,295,16,,,802g
피자_얼티밋 콤비네이션크래프티드 플래츠 (P),빵 및 과자류,피자,100g,257,11.96,,,317g
피자_에그머니나 피자 (L),빵 및 과자류,피자,100g,276,13.27,,,797g
피자_에그콘 피자 (L),빵 및 과자류,피자,100g,237,9,,,1277g
피자_에멘탈머쉬룸피자(L),빵 및 과자류,피자,100g,246,14.08,9.66,25.76,1040g
피자_에멘탈머쉬룸피자(P),빵 및 과자류,피자,100g,246,14.08,9.66,25.76,400g
피자_에멘탈머쉬룸피자(R),빵 및 과자류,피자,100g,246,14.08,9.66,25.76,670g
피자_야채 피자 (L),빵 및 과자류,피자,100g,202,2.29,,,985g
피자_야채 피자 (L),빵 및 과자류,피자,100g,322,6.59,,,680g
피자_야채 피자 (M),빵 및 과자류,피자,100g,213,12.62,,,526g
피자_야채 피자 (R),빵 및 과자류,피자,100g,223,12.31,,,520g
피자_야채 피자 (XL),빵 및 과자류,피자,100g,218,14.84,,,1010g
피자_야채 피자 (XL),빵 및 과자류,피자,100g,272,16.77,,,1004g
피자_야채 피자 리치골드 (M),빵 및 과자류,피자,100g,238,11.09,,,603g
피자_야채 피자 리치골드(L),빵 및 과자류,피자,100g,243,11.04,,,1080g
피자_야채(R),빵 및 과자류,피자,100g,164,11.17,,,667g
피자_야채(XL),빵 및 과자류,피자,100g,219,14.84,,,1010g
피자_야채퀘사디아 피자,빵 및 과자류,피자,100g,249,13.07,8.04,31.16,797g
피자_야채퀘사디아피자,빵 및 과자류,피자,100g,232,11.3,,,797g
피자_야채킹 피자 밀도우 (L),빵 및 과자류,피자,100g,108,5.38,,,870g
피자_야채킹 피자 밀도우 (R),빵 및 과자류,피자,100g,72,3.57,,,560g
피자_야채킹 피자 씬도우 (L),빵 및 과자류,피자,100g,108,5.37,,,660g
피자_야채킹 피자 씬도우 (R),빵 및 과자류,피자,100g,72,3.58,,,460g
피자_야채피자,빵 및 과자류,피자,100g,230,12.71,,,940g
피자_야채피자 (L),빵 및 과자류,피자,100g,223,11.84,,,740g
피자_야채피자 (R),빵 및 과자류,피자,100g,223,11.76,,,414g
피자_알로하크림새우 씬 (R),빵 및 과자류,피자,100g,245,10.98,,,495g
피자_알로하크림새우 피자 씬 (L),빵 및 과자류,피자,100g,271,10.8,,,705
피자_알로하크림새우 피자 씬 (R),빵 및 과자류,피자,100g,270,11.15,,,467.3
피자_알바의실수 피자 (L),빵 및 과자류,피자,100g,253,15.38,,,1140g
피자_알바의실수 피자 (R),빵 및 과자류,피자,100g,253,15.29,,,940g
피자_앵거스 비프 랍스타 피자,빵 및 과자류,피자,100g,231,13.12,,,997g
피자_야무진4자매 피자 (L),빵 및 과자류,피자,100g,238,4.74,,,936g
피자_야심반반 (L),빵 및 과자류,피자,100g,227,9.92,,,964g
피자_야심반반 (R),빵 및 과자류,피자,100g,230,10.91,,,605g
피자_야심반반 피자 (L),빵 및 과자류,피자,100g,245,10.98,,,929.6
피자_야심반반 피자 (R),빵 및 과자류,피자,100g,247,11.19,,,580.5
피자_야채 피자,빵 및 과자류,피자,100g,230,12.71,,28.81,940g
피자_야채 피자,빵 및 과자류,피자,100g,172,7.29,,,100g
피자_야채 피자 (L),빵 및 과자류,피자,100g,223,11.52,,,658g
피자_야채 피자 (L),빵 및 과자류,피자,100g,278,13.19,,,800g
피자_야채 피자 (L),빵 및 과자류,피자,100g,208,10.86,,,735g
피자_야채 피자 (L),빵 및 과자류,피자,100g,218,11.54,,,930g
피자_야채 피자 (L),빵 및 과자류,피자,100g,256,12.91,6.93,28.77,920g
피자_야채 피자 (L),빵 및 과자류,피자,100g,281,14.5,8.87,35.76,502g
피자_골드레드콘피자,빵 및 과자류,피자,100g,243,12.19,,,1004g
피자_알고구마 피자 (L),빵 및 과자류,피자,100g,259,9.25,,,823g
피자_알로아 하와이 피자 오리지널 (L),빵 및 과자류,피자,100g,255,11.29,,,814g
피자_알로아 하와이 피자 오리지널 (M),빵 및 과자류,피자,100g,260,11.87,,,466g
피자_알로아 하와이 피자 오리지널 파마산 치즈 (L),빵 및 과자류,피자,100g,261,11.92,,,836g
피자_알로아 하와이 피자 오리지널 파마산 치즈 (M),빵 및 과자류,피자,100g,265,12.5,,,480g
피자_알로하 하와이 피자 씬 (L),빵 및 과자류,피자,100g,283,12.05,,,531g
피자_알로하 하와이 피자 팬 (L),빵 및 과자류,피자,100g,283,10.19,,,869g
피자_알로하 하와이리치골드 (L),빵 및 과자류,피자,100g,243,10.35,,,1153g
피자_알로하 하와이리치골드 (M),빵 및 과자류,피자,100g,251,10.92,,,717g
피자_알로하 하와이씬 (L),빵 및 과자류,피자,100g,260,10.76,,,525g
피자_알로하 하와이오리지널 (L),빵 및 과자류,피자,100g,234,10.36,,,782g
피자_알로하 하와이오리지널 (M),빵 및 과자류,피자,100g,241,10.79,,,492g
피자_알로하 하와이치즈크러스트 (L),빵 및 과자류,피자,100g,240,10.97,,,994g
피자_알로하 하와이치즈크러스트 (M),빵 및 과자류,피자,100g,250,11.9,,,602g
피자_알로하 하와이치즈크러스트 골드 (L),빵 및 과자류,피자,100g,246,11.49,,,1026g
피자_알로하 하와이치즈크러스트 골드 (M),빵 및 과자류,피자,100g,255,12.43,,,620g
피자_알로하 하와이팬 (L),빵 및 과자류,피자,100g,271,9.44,,,863g
피자_알로하크림새우 씬 (L),빵 및 과자류,피자,100g,243,10.42,,,766g
피자_아이리쉬 포테이토 피자 골드링씬 (F),빵 및 과자류,피자,100g,269,10.23,,,1017g
피자_아이리쉬 포테이토 피자 씬 (F),빵 및 과자류,피자,100g,263,9.61,,,833g
피자_아이리쉬 포테이토 피자 오리지널 (F),빵 및 과자류,피자,100g,241,9.64,,,1079
피자_아이리쉬 포테이토 피자 오리지널 (L),빵 및 과자류,피자,100g,241,8.97,,,802g
피자_아이리쉬 포테이토 피자 오리지널 (P),빵 및 과자류,피자,100g,241,9.48,,,1371
피자_아이리쉬 포테이토 피자 오리지널 (R),빵 및 과자류,피자,100g,242,9.47,,,443.2
피자_아이리쉬 포테이토 피자 치즈롤 (F),빵 및 과자류,피자,100g,245,10.75,,,1414
피자_아이리쉬 포테이토 피자 치즈롤 (L),빵 및 과자류,피자,100g,245,10.85,,,958g
피자_아이리쉬 포테이토 피자 치즈롤 (P),빵 및 과자류,피자,100g,245,10.67,,,1781
피자_아이리쉬포테이토 (R),빵 및 과자류,피자,100g,241,9.46,,,443g
피자_아이리쉬포테이토 피자,빵 및 과자류,피자,100g,234,9.66,6.25,34.58,705g
피자_아이리쉬포테이토 피자 (F),빵 및 과자류,피자,100g,241,9.63,,,1079g
피자_아이리쉬포테이토 피자 (L),빵 및 과자류,피자,100g,242,9,,,802g
피자_아이리쉬포테이토 피자 (P),빵 및 과자류,피자,100g,242,9.49,,,1372g
피자_아이리쉬포테이토 피자 (R),빵 및 과자류,피자,100g,241,9.46,,,443g
피자_아이리쉬포테이토피자,빵 및 과자류,피자,100g,233,9.51,,,704g
피자_안녕하새우 피자 (L),빵 및 과자류,피자,100g,248,13.95,,,1032g
피자_안녕하새우 피자 (M),빵 및 과자류,피자,100g,250,14.55,,,660g
피자_아이리쉬 포테이토 (F),빵 및 과자류,피자,100g,241,9.64,,,1079
피자_아이리쉬 포테이토 (L),빵 및 과자류,피자,100g,241,8.97,,,802g
피자_아이리쉬 포테이토 (P),빵 및 과자류,피자,100g,241,9.48,,,1371
피자_아이리쉬 포테이토 골드링 (F),빵 및 과자류,피자,100g,269,9.71,,,1400
피자_아이리쉬 포테이토 골드링 (L),빵 및 과자류,피자,100g,269,9.99,,,881g
피자_아이리쉬 포테이토 골드링 (P),빵 및 과자류,피자,100g,269,9.51,,,1892
피자_아이리쉬 포테이토 골드링 씬,빵 및 과자류,피자,100g,269,10.23,,,1017g
피자_아이리쉬 포테이토 스파이시 갈릭 치즈롤 (F),빵 및 과자류,피자,100g,255,11.05,,,1375
피자_아이리쉬 포테이토 스파이시 갈릭 치즈롤 (L),빵 및 과자류,피자,100g,255,10.58,,,1058g
피자_아이리쉬 포테이토 스파이시 갈릭 치즈롤 (P),빵 및 과자류,피자,100g,255,11.03,,,1721
피자_아이리쉬 포테이토 씬,빵 및 과자류,피자,100g,263,9.61,,,833g
피자_아이리쉬 포테이토 치즈롤 (F),빵 및 과자류,피자,100g,245,10.75,,,1414
피자_아이리쉬 포테이토 치즈롤 (L),빵 및 과자류,피자,100g,245,10.85,,,958g
피자_아이리쉬 포테이토 치즈롤 (P),빵 및 과자류,피자,100g,245,10.67,,,1781
피자_아이리쉬 포테이토 크루아상,빵 및 과자류,피자,100g,287,9.57,,,707.9
피자_아이리쉬 포테이토 피자 골드링 (F),빵 및 과자류,피자,100g,269,9.71,,,1400
피자_아이리쉬 포테이토 피자 골드링 (L),빵 및 과자류,피자,100g,269,9.99,,,881g
피자_아이리쉬 포테이토 피자 골드링 (P),빵 및 과자류,피자,100g,269,9.51,,,1892
피자_골드돼지불백피자,빵 및 과자류,피자,100g,268,14.4,,,873g
피자_아시아고밀스크린치즈크러스트(L),빵 및 과자류,피자,100g,252,13.04,,,844.6
피자_아시아고밀스크린치즈크러스트(R),빵 및 과자류,피자,100g,245,13.07,,,471.6
피자_아시아고백미스크린(L),빵 및 과자류,피자,100g,256,12.71,,,718.8
피자_아시아고백미스크린(R),빵 및 과자류,피자,100g,251,12.64,,,388.4
피자_아시아고백미치즈크러스트(L),빵 및 과자류,피자,100g,245,13.04,,,813.8
피자_아시아고백미치즈크러스트(R),빵 및 과자류,피자,100g,239,13.06,,,456.2
피자_아시아고씬(L),빵 및 과자류,피자,100g,272,13.64,,,520g
피자_아시아고씬(R),빵 및 과자류,피자,100g,273,13.32,,,303g
피자_아시아고체다크림크러스트(L),빵 및 과자류,피자,100g,252,12.1,,,885g
피자_아시아고체다크림크러스트(R),빵 및 과자류,피자,100g,253,11.89,,,522.8
피자_아시아고치즈크러스트(L),빵 및 과자류,피자,100g,247,13.1,,,880g
피자_아시아고치즈크러스트(R),빵 및 과자류,피자,100g,246,12.96,,,530.7
피자_아시아고팬(L),빵 및 과자류,피자,100g,257,12.81,,,785g
피자_아시아고팬(R),빵 및 과자류,피자,100g,257,12.58,,,462.8
피자_아시아고흑미스크린(L),빵 및 과자류,피자,100g,248,12.61,,,723.2
피자_아시아고흑미스크린(R),빵 및 과자류,피자,100g,244,12.54,,,390.6
피자_아시아고흑미치즈크러스트(L),빵 및 과자류,피자,100g,239,12.95,,,818.2
피자_아시아고흑미치즈크러스트(R),빵 및 과자류,피자,100g,233,12.98,,,458.4
피자_아시아고 피자 백미스크린 (R),빵 및 과자류,피자,100g,251,12.31,,,390g
피자_아시아고 피자 백미스크린치즈크러스트 (L),빵 및 과자류,피자,100g,243,12.75,,,816g
피자_아시아고 피자 백미스크린치즈크러스트 (R),빵 및 과자류,피자,100g,237,13.16,,,456g
피자_아시아고 피자 씬 (L),빵 및 과자류,피자,100g,272,13.85,,,520g
피자_아시아고 피자 씬 (R),빵 및 과자류,피자,100g,271,13.73,,,306g
피자_아시아고 피자 체다크림크러스트 (L),빵 및 과자류,피자,100g,251,11.71,,,888g
피자_아시아고 피자 체다크림크러스트 (R),빵 및 과자류,피자,100g,253,11.49,,,522g
피자_아시아고 피자 치즈크러스트 (L),빵 및 과자류,피자,100g,245,12.73,,,880g
피자_아시아고 피자 치즈크러스트 (R),빵 및 과자류,피자,100g,245,12.5,,,528g
피자_아시아고 피자 팬 (L),빵 및 과자류,피자,100g,257,13.27,,,784g
피자_아시아고 피자 팬 (R),빵 및 과자류,피자,100g,258,12.99,,,462g
피자_아시아고 피자 흑미스크린 (L),빵 및 과자류,피자,100g,249,12.22,,,720g
피자_아시아고 피자 흑미스크린 (R),빵 및 과자류,피자,100g,245,12.31,,,390g
피자_아시아고 피자 흑미스크린치즈크러스트 (R),빵 및 과자류,피자,100g,233,13.16,,,456g
피자_아시아고고구마크러스트(L),빵 및 과자류,피자,100g,250,11.55,,,880g
피자_아시아고고구마크러스트(R),빵 및 과자류,피자,100g,250,11.33,,,519.8
피자_아시아고밀스크린(L),빵 및 과자류,피자,100g,263,12.73,,,749.6
피자_아시아고밀스크린(R),빵 및 과자류,피자,100g,258,12.65,,,403.8
피자_아보카도 새우 피자 씬 (M),빵 및 과자류,피자,100g,239,10.5,14.48,,418g
피자_아보카도 새우 피자 오리지널 (L),빵 및 과자류,피자,100g,232,10.9,9.1,26.55,1030g
피자_아보카도 새우 피자 오리지널 (M),빵 및 과자류,피자,100g,226,10,8.69,26.49,634g
피자_아보카도 새우 피자 치즈버스트 나폴리 (L),빵 및 과자류,피자,100g,231,11.9,12.15,,1083g
피자_아보카도 새우 피자 치즈버스트 오리지널 (L),빵 및 과자류,피자,100g,234,11,10.42,23.55,1268g
피자_아보카도바이트 피자 (L),빵 및 과자류,피자,100g,231,11.23,,,1044g
피자_아보카도바이트 피자 (M),빵 및 과자류,피자,100g,224,11.29,,,848g
피자_아시아고 피자 고구마크러스트 (L),빵 및 과자류,피자,100g,250,11.82,,,880g
피자_아시아고 피자 고구마크러스트 (R),빵 및 과자류,피자,100g,249,11.49,,,522g
피자_아시아고 피자 밀스크린 (L),빵 및 과자류,피자,100g,262,12.77,,,752g
피자_아시아고 피자 밀스크린 (R),빵 및 과자류,피자,100g,260,13.43,,,402g
피자_아시아고 피자 밀스크린고구마크러스트 (L),빵 및 과자류,피자,100g,254,11.32,,,848g
피자_아시아고 피자 밀스크린고구마크러스트 (R),빵 및 과자류,피자,100g,249,11.69,,,462g
